deal_row_id,deal_owner_name,source,campaign,product,payment_type,created_time_dt,closing_date_dt,lag_days,revenue_cash,revenue_contract
18324,Oliver Taylor,Organic,,Digital Marketing,,2023-10-09 16:53:00,2024-01-11,93.29652777777778,1000.0,11000.0
7890,Victor Barnes,Youtube Ads,youtube_shorts_DE,UX/UI Design,One Payment,2024-03-17 11:21:00,2024-06-18,92.52708333333334,1000.0,11000.0
14288,Ulysses Adams,Organic,,Digital Marketing,,2023-12-14 09:20:00,2024-03-15,91.61111111111111,1000.0,11000.0
15456,Charlie Davis,Organic,,UX/UI Design,,2023-11-24 21:11:00,2024-02-23,90.11736111111111,1000.0,11000.0
19289,Ulysses Adams,Youtube Ads,youtube_shorts_DE,Digital Marketing,Recurring Payments,2023-09-20 18:28:00,2023-12-19,89.23055555555555,1000.0,11500.0
17448,Nina Scott,SMM,,UX/UI Design,Recurring Payments,2023-10-26 09:33:00,2024-01-23,88.60208333333334,200.0,2500.0
11321,Paula Underwood,Telegram posts,work_DE,Web Developer,,2024-01-30 13:02:00,2024-04-25,85.45694444444445,1000.0,5000.0
8034,Charlie Davis,Youtube Ads,youtube_shorts_DE,Digital Marketing,,2024-03-14 22:42:00,2024-06-07,84.05416666666666,1000.0,11500.0
15763,Ulysses Adams,Webinar,,Digital Marketing,,2023-11-21 14:40:00,2024-02-08,78.38888888888889,1000.0,11000.0
10154,Charlie Davis,CRM,,Digital Marketing,Recurring Payments,2024-02-14 06:27:00,2024-05-02,77.73125,300.0,4000.0
16545,Ulysses Adams,Telegram posts,,UX/UI Design,,2023-11-14 09:22:00,2024-01-31,77.60972222222222,1000.0,11000.0
16789,Ulysses Adams,Facebook Ads,04.07.23recentlymoved_DE,Digital Marketing,Recurring Payments,2023-11-08 07:15:00,2024-01-23,75.69791666666667,200.0,2500.0
7556,Paula Underwood,Tiktok Ads,15.03.2024wide_AT,UX/UI Design,Recurring Payments,2024-03-21 14:23:00,2024-06-05,75.40069444444444,300.0,4000.0
10299,Nina Scott,Organic,,Digital Marketing,,2024-02-10 14:30:00,2024-04-26,75.39583333333333,1000.0,11000.0
7104,Ulysses Adams,SMM,,Digital Marketing,Recurring Payments,2024-03-27 17:10:00,2024-06-11,75.28472222222223,200.0,2500.0
14250,Paula Underwood,Webinar,,Digital Marketing,One Payment,2023-12-14 19:15:00,2024-02-27,74.19791666666667,2000.0,3000.0
8950,Ben Hall,Google Ads,performancemax_digitalmarkt_ru_DE,Digital Marketing,,2024-03-01 20:11:00,2024-05-15,74.15902777777778,1000.0,11000.0
6163,Quincy Vincent,Youtube Ads,youtube_shorts_DE,UX/UI Design,,2024-04-08 00:24:00,2024-06-20,72.98333333333333,1000.0,11000.0
12206,Quincy Vincent,Organic,,UX/UI Design,,2024-01-18 14:11:00,2024-03-31,72.40902777777778,1000.0,11000.0
8811,Quincy Vincent,Youtube Ads,youtube_shorts_DE,Web Developer,,2024-03-04 11:12:00,2024-05-15,71.53333333333333,1000.0,5000.0
11859,Charlie Davis,SMM,,Digital Marketing,One Payment,2024-01-23 13:35:00,2024-04-03,70.43402777777777,2000.0,3000.0
11722,Nina Scott,Organic,,UX/UI Design,One Payment,2024-01-25 10:14:00,2024-04-04,69.5736111111111,2000.0,3000.0
12409,Quincy Vincent,Tiktok Ads,12.07.2023wide_DE,Digital Marketing,Recurring Payments,2024-01-16 07:57:00,2024-03-25,68.66875,300.0,4000.0
14284,Victor Barnes,Youtube Ads,youtube_shorts_DE,Digital Marketing,Recurring Payments,2023-12-14 11:02:00,2024-02-21,68.54027777777777,300.0,4000.0
8228,Julia Nelson,SMM,,Web Developer,One Payment,2024-03-12 12:04:00,2024-05-20,68.49722222222222,1500.0,
16684,Charlie Davis,Organic,,UX/UI Design,,2023-11-10 18:10:00,2024-01-18,68.24305555555556,1000.0,11000.0
20462,Jane Smith,Google Ads,performancemax_digitalmarkt_ru_DE,Digital Marketing,Recurring Payments,2023-08-16 01:40:00,2023-10-23,67.93055555555556,1000.0,11500.0
7566,Paula Underwood,Organic,,Web Developer,,2024-03-21 11:18:00,2024-05-28,67.52916666666667,1000.0,5000.0
13537,Julia Nelson,Organic,,UX/UI Design,Recurring Payments,2023-12-27 18:11:00,2024-03-04,67.24236111111111,300.0,4000.0
13762,Quincy Vincent,Organic,,Web Developer,,2023-12-22 22:08:00,2024-02-28,67.07777777777778,1000.0,5000.0
15938,Charlie Davis,Google Ads,Dis_DE,UX/UI Design,,2023-11-20 11:40:00,2024-01-26,66.51388888888889,1000.0,11000.0
15502,Oliver Taylor,Webinar,web2311_DE,UX/UI Design,Recurring Payments,2023-11-23 19:44:00,2024-01-28,65.17777777777778,200.0,2500.0
17151,Charlie Davis,Organic,,UX/UI Design,,2023-11-01 11:23:00,2024-01-05,64.52569444444444,1000.0,11000.0
10611,Ben Hall,Google Ads,performancemax_digitalmarkt_ru_DE,Web Developer,Recurring Payments,2024-02-07 11:49:00,2024-04-12,64.50763888888889,500.0,2500.0
13893,Kevin Parker,Organic,,UX/UI Design,,2023-12-20 16:31:00,2024-02-23,64.31180555555555,1000.0,11000.0
15868,Ulysses Adams,Organic,,UX/UI Design,,2023-11-20 19:33:00,2024-01-23,63.18541666666667,1000.0,11000.0
11277,Paula Underwood,SMM,blog2_DE,Digital Marketing,One Payment,2024-01-30 21:24:00,2024-04-03,63.108333333333334,3500.0,3000.0
8988,Ulysses Adams,Google Ads,performancemax_digitalmarkt_ru_DE,Web Developer,Recurring Payments,2024-03-01 06:55:00,2024-05-03,62.71180555555556,500.0,2500.0
11836,Paula Underwood,Facebook Ads,04.07.23recentlymoved_DE,Digital Marketing,Recurring Payments,2024-01-23 18:22:00,2024-03-26,62.234722222222224,300.0,4000.0
9544,Ulysses Adams,Bloggers,,Web Developer,,2024-02-22 18:18:00,2024-04-23,60.2375,1000.0,5000.0
6662,Charlie Davis,Facebook Ads,07.07.23LAL_DE,Digital Marketing,One Payment,2024-04-02 01:01:00,2024-05-31,58.95763888888889,1000.0,11500.0
6732,Ulysses Adams,CRM,,Digital Marketing,Recurring Payments,2024-04-01 06:53:00,2024-05-30,58.71319444444445,300.0,4000.0
8914,Paula Underwood,Youtube Ads,youtube_shorts_DE,Web Developer,One Payment,2024-03-02 15:40:00,2024-04-30,58.34722222222222,1000.0,2000.0
12331,Paula Underwood,Facebook Ads,02.07.23wide_DE,Web Developer,,2024-01-16 21:29:00,2024-03-14,57.10486111111111,1000.0,5000.0
18782,Charlie Davis,Tiktok Ads,12.07.2023wide_DE,Digital Marketing,Recurring Payments,2023-09-30 18:12:00,2023-11-26,56.24166666666667,350.0,3500.0
15135,Quincy Vincent,Google Ads,performancemax_digitalmarkt_ru_DE,UX/UI Design,,2023-12-03 23:05:00,2024-01-29,56.03819444444444,1000.0,11000.0
19377,Jane Smith,Facebook Ads,03.07.23women,Digital Marketing,Recurring Payments,2023-09-18 08:35:00,2023-11-13,55.642361111111114,1000.0,11500.0
19611,Jane Smith,Google Ads,brand_search_eng_DE,Digital Marketing,,2023-09-11 12:20:00,2023-11-06,55.486111111111114,1000.0,11500.0
9396,Ben Hall,Google Ads,performancemax_digitalmarkt_ru_DE,Digital Marketing,,2024-02-24 11:04:00,2024-04-19,54.53888888888889,1000.0,11000.0
10409,Charlie Davis,Organic,,UX/UI Design,,2024-02-08 13:04:00,2024-04-03,54.455555555555556,1000.0,11000.0
12548,Ulysses Adams,SMM,,Digital Marketing,,2024-01-15 11:16:00,2024-03-06,50.53055555555556,1000.0,11000.0
15406,Paula Underwood,Tiktok Ads,12.07.2023wide_DE,Digital Marketing,Recurring Payments,2023-11-26 21:52:00,2024-01-16,50.08888888888889,300.0,4000.0
19573,Jane Smith,Google Ads,performancemax_digitalmarkt_ru_DE,Digital Marketing,Recurring Payments,2023-09-12 22:01:00,2023-11-02,50.08263888888889,1000.0,11500.0
11410,Ulysses Adams,Tiktok Ads,12.07.2023wide_DE,UX/UI Design,Recurring Payments,2024-01-29 00:51:00,2024-03-19,49.96458333333333,300.0,4000.0
17633,Kevin Parker,Telegram posts,work_DE,UX/UI Design,,2023-10-22 08:17:00,2023-12-11,49.65486111111111,1000.0,11000.0
13959,Paula Underwood,Telegram posts,work_DE,Digital Marketing,,2023-12-19 18:01:00,2024-02-07,49.24930555555556,1000.0,11000.0
8596,Quincy Vincent,Telegram posts,uk_DE,Digital Marketing,,2024-03-06 18:09:00,2024-04-25,49.24375,1000.0,11000.0
5996,Charlie Davis,Google Ads,performancemax_digitalmarkt_ru_DE,UX/UI Design,,2024-04-09 20:22:00,2024-05-29,49.15138888888889,1000.0,11500.0
20861,Jane Smith,Google Ads,performancemax_digitalmarkt_ru_DE,Digital Marketing,Recurring Payments,2023-08-03 12:04:00,2023-09-21,48.49722222222222,1000.0,11500.0
5535,Ulysses Adams,Organic,,UX/UI Design,,2024-04-12 17:41:00,2024-05-31,48.263194444444444,1000.0,11000.0
14739,Paula Underwood,Test,,Digital Marketing,,2023-12-09 07:45:00,2024-01-26,47.677083333333336,1000.0,11000.0
18282,Oliver Taylor,Facebook Ads,24.09.23retargeting_DE,Digital Marketing,,2023-10-10 12:35:00,2023-11-27,47.47569444444444,1000.0,11500.0
8162,Quincy Vincent,Telegram posts,,Digital Marketing,One Payment,2024-03-13 13:15:00,2024-04-30,47.447916666666664,3500.0,3000.0
18999,Ulysses Adams,Google Ads,performancemax_digitalmarkt_ru_DE,Digital Marketing,One Payment,2023-09-26 15:28:00,2023-11-13,47.355555555555554,1000.0,2500.0
16424,Julia Nelson,Tiktok Ads,12.07.2023wide_DE,UX/UI Design,,2023-11-15 18:04:00,2024-01-02,47.24722222222222,1000.0,11000.0
14666,Quincy Vincent,Organic,,Digital Marketing,Recurring Payments,2023-12-10 01:26:00,2024-01-26,46.94027777777778,300.0,4000.0
18073,Charlie Davis,SMM,,Digital Marketing,One Payment,2023-10-14 12:13:00,2023-11-30,46.490972222222226,350.0,2500.0
21408,Jane Smith,Facebook Ads,04.07.23recentlymoved_DE,Digital Marketing,One Payment,2023-07-15 13:27:00,2023-08-31,46.43958333333333,450.0,4000.0
13677,Victor Barnes,SMM,,UX/UI Design,Recurring Payments,2023-12-24 17:28:00,2024-02-09,46.272222222222226,300.0,4000.0
11120,Ian Miller,Organic,,Digital Marketing,One Payment,2024-02-01 18:22:00,2024-03-19,46.234722222222224,3500.0,3000.0
14771,Ulysses Adams,Test,,Web Developer,Recurring Payments,2023-12-08 18:53:00,2024-01-24,46.21319444444445,200.0,2000.0
7015,Julia Nelson,Google Ads,1performancemax_wide_PL,UX/UI Design,Recurring Payments,2024-03-28 20:20:00,2024-05-14,46.15277777777778,300.0,4000.0
9356,Paula Underwood,Youtube Ads,youtube_shorts_DE,Digital Marketing,,2024-02-24 23:06:00,2024-04-11,46.0375,1000.0,11000.0
20859,Charlie Davis,Google Ads,performancemax_digitalmarkt_ru_DE,Digital Marketing,Recurring Payments,2023-08-03 13:38:00,2023-09-18,45.43194444444445,1000.0,11500.0
20492,Charlie Davis,Google Ads,performancemax_digitalmarkt_ru_DE,Digital Marketing,Recurring Payments,2023-08-15 09:12:00,2023-09-29,44.61666666666667,350.0,3500.0
19002,Charlie Davis,Organic,,Digital Marketing,Recurring Payments,2023-09-26 13:52:00,2023-11-10,44.422222222222224,1000.0,11500.0
13421,Nina Scott,Google Ads,performancemax_digitalmarkt_ru_DE,UX/UI Design,,2023-12-30 19:36:00,2024-02-13,44.18333333333333,1000.0,11000.0
8454,Charlie Davis,Facebook Ads,12.09.23interests_Uxui_DE,Digital Marketing,,2024-03-09 12:41:00,2024-04-22,43.47152777777778,1000.0,11000.0
19003,Ulysses Adams,SMM,,UX/UI Design,Recurring Payments,2023-09-26 13:30:00,2023-11-09,43.4375,1000.0,11000.0
13329,Paula Underwood,Tiktok Ads,12.07.2023wide_DE,Digital Marketing,,2024-01-02 15:19:00,2024-02-15,43.361805555555556,1000.0,11000.0
17955,Nina Scott,Tiktok Ads,12.07.2023wide_DE,Digital Marketing,Recurring Payments,2023-10-16 21:35:00,2023-11-29,43.10069444444444,350.0,3500.0
11819,Julia Nelson,Tiktok Ads,12.07.2023wide_DE,Digital Marketing,Recurring Payments,2024-01-24 09:38:00,2024-03-07,42.59861111111111,300.0,4000.0
17236,Ulysses Adams,Organic,,UX/UI Design,,2023-10-30 09:55:00,2023-12-12,42.58680555555556,1000.0,11000.0
12551,Julia Nelson,Google Ads,performancemax_digitalmarkt_ru_DE,Digital Marketing,,2024-01-15 10:20:00,2024-02-27,42.56944444444444,1000.0,11000.0
13892,Quincy Vincent,Telegram posts,work_DE,UX/UI Design,Recurring Payments,2023-12-20 16:35:00,2024-02-01,42.30902777777778,300.0,4000.0
8602,Ulysses Adams,Youtube Ads,youtube_shorts_DE,Digital Marketing,,2024-03-06 17:14:00,2024-04-18,42.28194444444444,1000.0,11000.0
17847,Charlie Davis,Facebook Ads,04.07.23recentlymoved_DE,Digital Marketing,Recurring Payments,2023-10-18 20:30:00,2023-11-30,42.145833333333336,350.0,3500.0
10346,Ben Hall,Organic,,Web Developer,,2024-02-09 01:57:00,2024-03-22,41.91875,1000.0,5000.0
18568,Kevin Parker,Organic,,Digital Marketing,Recurring Payments,2023-10-05 08:44:00,2023-11-16,41.63611111111111,350.0,3500.0
13973,Paula Underwood,Google Ads,performancemax_digitalmarkt_ru_DE,Digital Marketing,,2023-12-19 15:46:00,2024-01-30,41.34305555555556,1000.0,11000.0
17748,Julia Nelson,Facebook Ads,04.07.23recentlymoved_DE,Digital Marketing,,2023-10-20 17:09:00,2023-12-01,41.28541666666667,1000.0,11000.0
12122,Paula Underwood,Telegram posts,Live_DE,Digital Marketing,,2024-01-19 17:13:00,2024-03-01,41.28263888888889,1000.0,11000.0
14320,Ulysses Adams,Webinar,web1312_DE,Digital Marketing,,2023-12-13 19:35:00,2024-01-24,41.18402777777778,1000.0,11000.0
20829,Charlie Davis,Google Ads,performancemax_digitalmarkt_ru_DE,Digital Marketing,Recurring Payments,2023-08-04 20:40:00,2023-09-15,41.138888888888886,350.0,3500.0
12842,Victor Barnes,Bloggers,BloggerShina_DE,Digital Marketing,,2024-01-10 22:55:00,2024-02-21,41.045138888888886,1000.0,11000.0
15432,Paula Underwood,Facebook Ads,24.09.23retargeting_DE,UX/UI Design,Recurring Payments,2023-11-25 23:02:00,2024-01-06,41.040277777777774,300.0,4000.0
6557,Charlie Davis,Youtube Ads,youtube_shorts_DE,Digital Marketing,,2024-04-03 08:44:00,2024-05-14,40.63611111111111,1000.0,11500.0
7623,Charlie Davis,Organic,,Web Developer,One Payment,2024-03-20 11:54:00,2024-04-30,40.50416666666667,1000.0,2000.0
13505,Ulysses Adams,SMM,,Digital Marketing,Recurring Payments,2023-12-28 14:07:00,2024-02-07,40.41180555555555,300.0,4000.0
9589,Nina Scott,Youtube Ads,youtube_shorts_DE,Web Developer,One Payment,2024-02-22 11:15:00,2024-04-02,39.53125,2000.0,2000.0
8971,Charlie Davis,Facebook Ads,04.07.23recentlymoved_DE,Digital Marketing,Recurring Payments,2024-03-01 13:59:00,2024-04-10,39.41736111111111,300.0,4000.0
10118,Charlie Davis,Google Ads,performancemax_digitalmarkt_ru_DE,UX/UI Design,,2024-02-14 18:02:00,2024-03-25,39.24861111111111,1000.0,11000.0
10043,Julia Nelson,Organic,,Digital Marketing,Recurring Payments,2024-02-15 20:50:00,2024-03-26,39.13194444444444,200.0,2500.0
19215,Kevin Parker,Facebook Ads,04.07.23recentlymoved_DE,Digital Marketing,Recurring Payments,2023-09-21 22:54:00,2023-10-31,39.045833333333334,1000.0,11000.0
6058,Charlie Davis,Youtube Ads,youtube_shorts_DE,UX/UI Design,Recurring Payments,2024-04-09 08:17:00,2024-05-18,38.65486111111111,300.0,4000.0
8721,Charlie Davis,SMM,talav_DE,Digital Marketing,Recurring Payments,2024-03-05 12:42:00,2024-04-13,38.47083333333333,300.0,4000.0
16954,Charlie Davis,Facebook Ads,18.10.23wide_gos_DE,UX/UI Design,,2023-11-04 14:18:00,2023-12-12,37.40416666666667,1000.0,11000.0
6950,Quincy Vincent,Telegram posts,engwien_AT,Web Developer,Recurring Payments,2024-03-29 15:34:00,2024-05-06,37.35138888888889,500.0,2500.0
3054,Paula Underwood,Organic,,Digital Marketing,,2024-05-08 08:39:00,2024-06-14,36.639583333333334,1000.0,11000.0
4357,Cara Iverson,Telegram posts,work_DE,Digital Marketing,,2024-04-22 09:40:00,2024-05-29,36.59722222222222,1000.0,11000.0
10610,Charlie Davis,Google Ads,performancemax_digitalmarkt_ru_DE,UX/UI Design,One Payment,2024-02-07 11:54:00,2024-03-15,36.50416666666667,3500.0,3000.0
9637,Nina Scott,SMM,,Web Developer,One Payment,2024-02-21 16:45:00,2024-03-29,36.302083333333336,1000.0,2000.0
14389,Nina Scott,Google Ads,performancemax_digitalmarkt_ru_DE,Digital Marketing,Recurring Payments,2023-12-12 20:37:00,2024-01-18,36.140972222222224,200.0,2500.0
18542,Ulysses Adams,Bloggers,BloggerShina_DE,Digital Marketing,Recurring Payments,2023-10-05 18:02:00,2023-11-10,35.24861111111111,350.0,3500.0
10343,Nina Scott,Facebook Ads,04.07.23recentlymoved_DE,Web Developer,One Payment,2024-02-09 05:31:00,2024-03-15,34.77013888888889,1000.0,2000.0
12283,Charlie Davis,Tiktok Ads,12.07.2023wide_DE,Digital Marketing,Recurring Payments,2024-01-17 14:19:00,2024-02-21,34.40347222222222,300.0,4000.0
20445,Charlie Davis,Facebook Ads,07.07.23LAL_DE,Digital Marketing,Recurring Payments,2023-08-16 15:58:00,2023-09-20,34.334722222222226,1000.0,11500.0
15060,Paula Underwood,Organic,,Digital Marketing,,2023-12-05 12:04:00,2024-01-08,33.49722222222222,1000.0,11000.0
8099,Ben Hall,SMM,,Digital Marketing,,2024-03-14 14:15:00,2024-04-17,33.40625,1000.0,11000.0
8636,Ulysses Adams,SMM,,UX/UI Design,,2024-03-06 12:55:00,2024-04-08,32.46180555555556,1000.0,11000.0
10125,Nina Scott,Organic,,UX/UI Design,,2024-02-14 15:40:00,2024-03-18,32.34722222222222,1000.0,11000.0
14617,Julia Nelson,Google Ads,Dis_DE,UX/UI Design,Recurring Payments,2023-12-10 16:15:00,2024-01-12,32.322916666666664,200.0,2500.0
8607,Ulysses Adams,Organic,,Digital Marketing,,2024-03-06 16:58:00,2024-04-08,32.293055555555554,1000.0,11000.0
6095,Julia Nelson,Organic,,Find yourself in IT,One Payment,2024-04-08 17:34:00,2024-05-11,32.268055555555556,1.0,1.0
18147,Ian Miller,Youtube Ads,youtube_shorts_DE,Digital Marketing,Recurring Payments,2023-10-13 00:47:00,2023-11-14,31.96736111111111,350.0,3500.0
16745,Charlie Davis,Google Ads,Dis_DE,UX/UI Design,,2023-11-09 12:41:00,2023-12-11,31.471527777777776,1000.0,11000.0
3414,Paula Underwood,Telegram posts,uk12_AT,Digital Marketing,Recurring Payments,2024-05-03 13:42:00,2024-06-04,31.429166666666667,300.0,4000.0
4531,Paula Underwood,Telegram posts,chat_DE,Web Developer,,2024-04-19 21:39:00,2024-05-21,31.097916666666666,1000.0,5000.0
8891,Quincy Vincent,SMM,,Web Developer,One Payment,2024-03-03 00:30:00,2024-04-03,30.979166666666668,1000.0,2000.0
19019,Julia Nelson,Google Ads,performancemax_digitalmarkt_ru_DE,Digital Marketing,Recurring Payments,2023-09-26 09:27:00,2023-10-27,30.60625,1000.0,11000.0
20242,Kevin Parker,SMM,,Digital Marketing,Recurring Payments,2023-08-21 10:49:00,2023-09-21,30.549305555555556,1000.0,11000.0
20489,Charlie Davis,Facebook Ads,02.07.23wide_DE,Digital Marketing,Recurring Payments,2023-08-15 10:56:00,2023-09-15,30.544444444444444,350.0,3500.0
10297,Ben Hall,Organic,,Digital Marketing,Recurring Payments,2024-02-10 14:46:00,2024-03-12,30.384722222222223,700.0,4000.0
18003,Jane Smith,Facebook Ads,04.07.23recentlymoved_DE,Digital Marketing,,2023-10-15 20:57:00,2023-11-15,30.127083333333335,1000.0,11500.0
17481,Jane Smith,Google Ads,gen_analyst_DE,Digital Marketing,,2023-10-25 14:42:00,2023-11-24,29.3875,1000.0,11500.0
6091,Cara Iverson,Facebook Ads,07.07.23LAL_DE,Digital Marketing,,2024-04-08 17:57:00,2024-05-08,29.252083333333335,1000.0,11000.0
20031,Jane Smith,Webinar,web2408_DE,Digital Marketing,Recurring Payments,2023-08-24 21:05:00,2023-09-23,29.12152777777778,1000.0,11500.0
21293,Jane Smith,Tiktok Ads,12.07.2023wide_DE,Digital Marketing,Recurring Payments,2023-07-19 11:55:00,2023-08-17,28.50347222222222,350.0,3500.0
6123,Ulysses Adams,SMM,,Digital Marketing,,2024-04-08 13:41:00,2024-05-07,28.429861111111112,1000.0,11000.0
